pool,func,minargs,maxargs,type,definition
GSC-Function-49b9ae0,function_1eaaceab,1,2,GLOBAL,
GSC-Function-49b9ae0,function_8a8a409b,1,1,GLOBAL,
GSC-Function-49b9ae0,getdynent,1,1,GLOBAL,
GSC-Function-49b9ae0,getdynentarray,0,2,GLOBAL,
GSC-Function-49b9ae0,function_c79d31c4,0,2,GLOBAL,
GSC-Function-49b9ae0,function_c3d68575,2,3,GLOBAL,
GSC-Function-49b9ae0,function_db4bc717,2,3,GLOBAL,
GSC-Function-49b9ae0,function_e2a06860,2,2,GLOBAL,
GSC-Function-49b9ae0,function_ffdbe8c2,1,1,GLOBAL,
GSC-Function-49b9ae0,function_c5689a6a,1,1,GLOBAL,
GSC-Function-49b9ae0,setdynentenabled,1,2,GLOBAL,
GSC-Function-49b9ae0,function_b562a1b4,2,2,GLOBAL,
GSC-Function-49b9ae0,function_3ca3c6e4,0,0,GLOBAL,
GSC-Function-49b9ae0,function_1e23c01f,2,4,GLOBAL,
GSC-Function-49b9ae0,function_27b5ddff,1,1,GLOBAL,
GSC-Function-49b9ae0,function_1926ab48,0,0,GLOBAL,
GSC-Function-49b9ae0,function_726ac0a0,3,6,GLOBAL,
GSC-Function-49b9ae0,getanglefrombits,2,2,GLOBAL,
GSC-Function-49b9ae0,getbitsforangle,2,2,GLOBAL,
GSC-Function-49b9ae0,function_e26605c0,2,2,GLOBAL,
GSC-Function-49b9ae0,istouching,2,3,GLOBAL,
GSC-Function-49b9ae0,function_8168c82a,0,0,GLOBAL,
GSC-Function-49b9ae0,function_60d95f53,0,0,GLOBAL,
GSC-Function-49b9ae0,function_55453d18,2,2,GLOBAL,
GSC-Function-49b9ae0,function_c16259df,2,2,GLOBAL,
GSC-Function-49b9ae0,function_5428922,2,4,GLOBAL,
GSC-Function-49b9ae0,function_41a50db2,2,2,GLOBAL,
GSC-Function-49b9ae0,function_9426487c,2,2,GLOBAL,
GSC-Function-49b9ae0,function_963c179d,0,0,GLOBAL,
GSC-Function-49b9ae0,function_85d9b584,3,7,GLOBAL,
GSC-Function-49b9ae0,function_80090bb7,3,7,GLOBAL,
GSC-Function-49b9ae0,function_634431b1,1,1,GLOBAL,
GSC-Function-49b9ae0,function_b82319d,2,3,GLOBAL,
GSC-Function-49b9ae0,function_98ae3124,2,2,GLOBAL,
GSC-Function-49b9ae0,function_22d001f7,2,2,GLOBAL,
GSC-Function-49b9ae0,function_6a40e3c,1,1,GLOBAL,
GSC-Function-49b9ae0,function_5a173538,1,1,GLOBAL,
GSC-Function-49b9ae0,function_a1f08c1e,1,1,GLOBAL,
GSC-Function-49b9ae0,function_e0bf318e,1,1,GLOBAL,
GSC-Function-49b9ae0,function_915e13dc,1,2,GLOBAL,
GSC-Function-49b9ae0,function_dc0a8e61,1,2,GLOBAL,
GSC-Function-49b9ae0,function_9df5040d,1,1,GLOBAL,
GSC-Function-49b9ae0,function_3afb88f6,1,1,GLOBAL,
GSC-Function-49b9ae0,function_23f963b9,1,1,GLOBAL,
GSC-Function-49b9ae0,function_22b92596,3,7,GLOBAL,
GSC-Function-49b9ae0,function_c759a7a1,1,1,GLOBAL,
GSC-Function-49b9ae0,function_abaf7764,2,2,GLOBAL,
GSC-Function-49b9ae0,function_4001832d,1,1,GLOBAL,
GSC-Function-49b9ae0,function_15e3ef33,2,2,GLOBAL,
GSC-Function-49b9ae0,function_624b35d3,1,1,GLOBAL,
GSC-Function-49b9ae0,function_7c82b866,1,1,GLOBAL,
GSC-Function-49b9ae0,function_fd8b51f8,1,1,GLOBAL,
GSC-Function-49b9ae0,function_de94f483,1,1,GLOBAL,
GSC-Function-49b9ae0,function_4d468769,1,1,GLOBAL,
GSC-Function-49b9ae0,function_7131ccf7,1,1,GLOBAL,
GSC-Function-49b9ae0,function_9ccb67a3,1,1,GLOBAL,
GSC-Function-49b9ae0,function_3bd9ae11,2,4,GLOBAL,
GSC-Function-49b9ae0,function_bc530854,2,2,GLOBAL,
GSC-Function-49b9ae0,function_c6e70397,1,1,GLOBAL,
GSC-Function-49b9ae0,function_a862dcef,1,1,GLOBAL,
GSC-Function-49b9ae0,function_74251581,5,5,GLOBAL,
GSC-Function-49b9ae0,function_a8c22ce1,2,6,GLOBAL,
GSC-Function-49b9ae0,function_ae7a8634,3,3,GLOBAL,
GSC-Function-49b9ae0,function_f7b6fbdb,0,0,GLOBAL,
GSC-Function-49b9ae0,function_8dcf0b0c,1,4,GLOBAL,
GSC-Function-49b9ae0,function_9cc082d2,2,2,GLOBAL,
GSC-Function-49b9ae0,function_52c1730,3,3,GLOBAL,
GSC-Function-49b9ae0,function_96d0d724,2,4,GLOBAL,
GSC-Function-49b9ae0,function_c69ad0bf,3,4,GLOBAL,
GSC-Function-49b9ae0,function_31f3b98d,2,3,GLOBAL,
GSC-Function-49b9ae0,function_35757553,2,2,GLOBAL,
GSC-Function-49b9ae0,function_904c90ee,5,8,GLOBAL,
GSC-Function-49b9ae0,function_72ce47bb,5,9,GLOBAL,
GSC-Function-49b9ae0,function_9c458af2,2,7,GLOBAL,
GSC-Function-49b9ae0,function_2a37b58a,3,4,GLOBAL,
GSC-Function-49b9ae0,function_dc2db345,2,2,GLOBAL,
GSC-Function-49b9ae0,function_1fe87cbc,2,2,GLOBAL,
GSC-Function-49b9ae0,function_29eb8f29,2,3,GLOBAL,
GSC-Function-49b9ae0,function_76c36700,1,3,GLOBAL,
GSC-Function-49b9ae0,function_c034140f,1,1,GLOBAL,
GSC-Function-49b9ae0,function_4063fbe6,1,1,GLOBAL,
GSC-Function-49b9ae0,function_f11ffd95,2,2,GLOBAL,
GSC-Function-49b9ae0,function_8872d245,2,2,GLOBAL,
GSC-Function-49b9ae0,function_34c58d6,3,4,GLOBAL,
GSC-Function-49b9ae0,function_e32916bb,2,2,GLOBAL,
GSC-Function-49b9ae0,function_5ba9412d,3,3,GLOBAL,
GSC-Function-49b9ae0,function_38d3fb47,2,2,GLOBAL,
GSC-Function-49b9ae0,function_54267517,1,1,GLOBAL,
GSC-Function-49b9ae0,function_a15504f3,0,0,DEV,nulled
GSC-Function-49b9ae0,function_a3705e67,1,1,DEV,nulled
GSC-Function-49b9ae0,function_e95ceaa2,1,1,GLOBAL,
GSC-Function-49b9ae0,function_92d1707f,2,7fffffff,GLOBAL,
GSC-Function-49b9ae0,function_644a3b03,1,1,GLOBAL,
GSC-Function-49b9ae0,function_484b4b09,2,2,GLOBAL,
GSC-Function-49b9ae0,function_976e9113,2,2,GLOBAL,
GSC-Function-49b9ae0,function_ad6356f5,1,1,GLOBAL,
GSC-Function-49b9ae0,function_9086d9a4,1,1,GLOBAL,
GSC-Function-49b9ae0,function_96c81b85,2,2,GLOBAL,
GSC-Function-49b9ae0,function_b507a336,1,1,GLOBAL,
GSC-Function-49b9ae0,function_afd64b51,2,2,GLOBAL,
GSC-Function-49b9ae0,function_e86822f4,2,2,GLOBAL,
GSC-Function-49b9ae0,function_e563d6b7,2,2,GLOBAL,
GSC-Function-49b9ae0,function_b777d194,1,1,GLOBAL,
GSC-Function-49b9ae0,function_dfbde17c,1,a,GLOBAL,
GSC-Function-49b9ae0,function_7bcfa94e,2,2,GLOBAL,
GSC-Function-49b9ae0,function_59f9362,2,2,GLOBAL,
GSC-Function-49b9ae0,function_ad2b3cf6,0,0,GLOBAL,
GSC-Function-49b9ae0,function_70b863e0,1,2,GLOBAL,
GSC-Function-49b9ae0,function_6f92148f,0,0,GLOBAL,
GSC-Function-49b9ae0,function_e69c7d29,1,1,GLOBAL,
GSC-Function-49b9ae0,function_e3d95f72,0,0,GLOBAL,
GSC-Function-49b9ae0,function_ee6c572a,2,3,GLOBAL,
GSC-Function-49b9ae0,function_da41fc91,2,2,GLOBAL,
GSC-Function-49b9ae0,function_f5fe5442,1,1,GLOBAL,
GSC-Function-49b9ae0,adddebugcommand,1,1,DEV,nulled
GSC-Function-49b9ae0,function_c7c94827,0,0,GLOBAL,
GSC-Function-49b9ae0,function_2e5d048b,1,1,GLOBAL,
GSC-Function-49b9ae0,function_1623f00f,1,1,GLOBAL,
GSC-Function-49b9ae0,function_5f430582,1,1,GLOBAL,
GSC-Function-49b9ae0,isalive,1,1,GLOBAL,
GSC-Function-49b9ae0,iscorpse,1,1,GLOBAL,
GSC-Function-49b9ae0,function_2b15cb09,1,1,GLOBAL,
GSC-Function-49b9ae0,function_1f97b9d7,1,1,GLOBAL,
GSC-Function-49b9ae0,function_7d8898f5,1,1,GLOBAL,
GSC-Function-49b9ae0,function_4d1409fe,1,1,GLOBAL,
GSC-Function-49b9ae0,isbot,1,1,GLOBAL,
GSC-Function-49b9ae0,isplayer,1,1,GLOBAL,
GSC-Function-49b9ae0,isai,1,1,GLOBAL,
GSC-Function-49b9ae0,function_dadece4,1,1,GLOBAL,
GSC-Function-49b9ae0,isvehicle,1,1,GLOBAL,
GSC-Function-49b9ae0,function_2492092c,1,1,GLOBAL,
GSC-Function-49b9ae0,function_ad1e97c3,1,1,GLOBAL,
GSC-Function-49b9ae0,function_1f37cae5,1,1,GLOBAL,
GSC-Function-49b9ae0,function_e61c6274,1,1,GLOBAL,
GSC-Function-49b9ae0,function_d6763263,1,1,GLOBAL,
GSC-Function-49b9ae0,function_26e2356c,1,1,GLOBAL,
GSC-Function-49b9ae0,setdvar,2,2,GLOBAL,
GSC-Function-49b9ae0,eacpathset,1,1,GLOBAL,
GSC-Function-49b9ae0,function_4eb63b8a,0,0,GLOBAL,
GSC-Function-49b9ae0,getmillisecondsraw,0,0,GLOBAL,
GSC-Function-49b9ae0,getmicrosecondsraw,0,0,GLOBAL,
GSC-Function-49b9ae0,sessionmodeisonlinegame,0,0,GLOBAL,
GSC-Function-49b9ae0,sessionmodeisprivateonlinegame,0,0,GLOBAL,
GSC-Function-49b9ae0,sessionmodeisprivate,0,0,GLOBAL,
GSC-Function-49b9ae0,sessionmodeissystemlink,0,0,GLOBAL,
GSC-Function-49b9ae0,function_fb91795e,0,0,GLOBAL,
GSC-Function-49b9ae0,function_baa9355b,0,0,GLOBAL,
GSC-Function-49b9ae0,function_68e380a,0,0,GLOBAL,
GSC-Function-49b9ae0,function_f99d2668,0,0,GLOBAL,
GSC-Function-49b9ae0,function_35bce233,0,0,GLOBAL,
GSC-Function-49b9ae0,currentsessionmode,0,0,GLOBAL,
GSC-Function-49b9ae0,function_aa4b462c,0,0,GLOBAL,
GSC-Function-49b9ae0,function_947730d6,1,1,GLOBAL,
GSC-Function-49b9ae0,gamemodeisusingxp,0,0,GLOBAL,
GSC-Function-49b9ae0,gamemodeisusingstats,0,0,GLOBAL,
GSC-Function-49b9ae0,getgametypesetting,1,10,GLOBAL,
GSC-Function-49b9ae0,function_6c596ce3,2,2,GLOBAL,
GSC-Function-49b9ae0,function_49ca6c5a,0,0,GLOBAL,
GSC-Function-49b9ae0,function_e1696bae,0,0,GLOBAL,
GSC-Function-49b9ae0,function_ac22d98b,0,0,GLOBAL,
GSC-Function-49b9ae0,function_65d981a2,0,0,GLOBAL,
GSC-Function-49b9ae0,function_a242e2a4,0,0,GLOBAL,
GSC-Function-49b9ae0,function_710fa618,0,1,GLOBAL,
GSC-Function-49b9ae0,function_73d3b950,0,0,GLOBAL,
GSC-Function-49b9ae0,function_cf4165f1,0,0,GLOBAL,
GSC-Function-49b9ae0,function_8151a4ba,0,0,GLOBAL,
GSC-Function-49b9ae0,function_4678f817,2,2,GLOBAL,
GSC-Function-49b9ae0,function_ebc9ef7d,2,2,GLOBAL,
GSC-Function-49b9ae0,function_97feaabe,3,3,GLOBAL,
GSC-Function-49b9ae0,function_da4c9623,1,1,GLOBAL,
GSC-Function-49b9ae0,function_c390a9d9,2,2,GLOBAL,
GSC-Function-49b9ae0,function_afe7e93b,1,1,GLOBAL,
GSC-Function-49b9ae0,function_72c8d49f,1,1,GLOBAL,
GSC-Function-49b9ae0,function_b2380e6a,1,1,DEV,nulled
GSC-Function-49b9ae0,function_86bcacfc,0,1,GLOBAL,
GSC-Function-49b9ae0,function_d06d6580,2,7,GLOBAL,
GSC-Function-49b9ae0,function_b9cd0a8e,1,1,GLOBAL,
GSC-Function-49b9ae0,function_4193555e,5,8,GLOBAL,
GSC-Function-49b9ae0,function_424074aa,1,1,GLOBAL,
GSC-Function-49b9ae0,function_b5d9b4d8,1,1,GLOBAL,
GSC-Function-49b9ae0,function_7ffd91,1,1,GLOBAL,
GSC-Function-49b9ae0,function_edf479a3,1,1,GLOBAL,
GSC-Function-49b9ae0,function_bf2c9b,0,2,GLOBAL,
GSC-Function-49b9ae0,function_a38db454,2,4,GLOBAL,
GSC-Function-49b9ae0,function_7906c699,0,2,GLOBAL,
GSC-Function-49b9ae0,function_8c285f35,2,4,GLOBAL,
GSC-Function-49b9ae0,function_7561e97b,0,2,GLOBAL,
GSC-Function-49b9ae0,function_fc6cdeb,0,2,GLOBAL,
GSC-Function-49b9ae0,function_2d7def5c,1,2,GLOBAL,
GSC-Function-49b9ae0,function_13300d92,0,0,GLOBAL,
GSC-Function-49b9ae0,function_481b983d,0,80,GLOBAL,
GSC-Function-49b9ae0,function_fd768835,1,3,GLOBAL,
GSC-Function-49b9ae0,function_8ec32857,1,3,GLOBAL,
GSC-Function-49b9ae0,function_a2e63635,0,80,GLOBAL,
GSC-Function-49b9ae0,function_400fa2bf,2,82,GLOBAL,
GSC-Function-49b9ae0,function_8df7a10a,0,80,GLOBAL,
GSC-Function-49b9ae0,function_dbb62de0,1,3,GLOBAL,
GSC-Function-49b9ae0,function_27013c72,1,3,GLOBAL,
GSC-Function-49b9ae0,function_5db5c32,1,3,GLOBAL,
GSC-Function-49b9ae0,function_f675c7da,1,3,GLOBAL,
GSC-Function-49b9ae0,function_7a3c9fe8,0,0,GLOBAL,
GSC-Function-49b9ae0,function_19790dbd,0,0,GLOBAL,
GSC-Function-49b9ae0,function_4581e5ea,0,0,GLOBAL,
GSC-Function-49b9ae0,function_efc9504d,0,0,GLOBAL,
GSC-Function-49b9ae0,function_e6e3b0d8,1,1,GLOBAL,
GSC-Function-49b9ae0,function_4d8c71ce,0,80,GLOBAL,
GSC-Function-49b9ae0,function_ffa5b184,1,1,GLOBAL,
GSC-Function-49b9ae0,function_471f8892,0,2,GLOBAL,
GSC-Function-49b9ae0,function_3b13fceb,0,2,GLOBAL,
GSC-Function-49b9ae0,function_3d830c79,0,2,GLOBAL,
GSC-Function-49b9ae0,function_7dfe4685,1,80,GLOBAL,
GSC-Function-49b9ae0,function_c898104d,1,80,GLOBAL,
GSC-Function-49b9ae0,function_965b240e,1,80,GLOBAL,
GSC-Function-49b9ae0,function_b0706778,0,0,GLOBAL,
GSC-Function-49b9ae0,function_4ecd808e,1,1,GLOBAL,
GSC-Function-49b9ae0,function_28052cc0,5,7fffffff,GLOBAL,
GSC-Function-49b9ae0,function_8d646fef,6,7fffffff,GLOBAL,
GSC-Function-49b9ae0,physicstraceex,2,6,GLOBAL,
GSC-Function-49b9ae0,luinotifyevent,1,9,GLOBAL,
GSC-Function-49b9ae0,function_ec11fa6b,1,2,GLOBAL,
GSC-Function-49b9ae0,function_5e84ee4d,1,2,GLOBAL,
GSC-Function-49b9ae0,getnotetracksindelta,2,3,GLOBAL,
GSC-Function-49b9ae0,isanimlooping,1,1,GLOBAL,
GSC-Function-49b9ae0,function_b878d9be,1,1,GLOBAL,
GSC-Function-49b9ae0,getanimlength,1,1,GLOBAL,
GSC-Function-49b9ae0,function_b2355919,1,1,GLOBAL,
GSC-Function-49b9ae0,function_6c5dd672,2,2,GLOBAL,
GSC-Function-49b9ae0,function_2254b44f,2,2,GLOBAL,
GSC-Function-49b9ae0,function_35c3fa74,1,1,GLOBAL,
GSC-Function-49b9ae0,function_658484f7,1,1,GLOBAL,
GSC-Function-49b9ae0,getstartorigin,3,4,GLOBAL,
GSC-Function-49b9ae0,getstartangles,3,4,GLOBAL,
GSC-Function-49b9ae0,function_6610342,0,0,GLOBAL,
GSC-Function-49b9ae0,function_7454c9a4,0,0,GLOBAL,
GSC-Function-49b9ae0,function_d7528fcd,1,1,GLOBAL,
GSC-Function-49b9ae0,function_e9392763,1,1,GLOBAL,
GSC-Function-49b9ae0,function_3b214c8e,1,1,GLOBAL,
GSC-Function-49b9ae0,function_5c761623,1,1,GLOBAL,
GSC-Function-49b9ae0,function_c39e4c7f,1,1,GLOBAL,
GSC-Function-49b9ae0,function_4c7d8491,1,1,GLOBAL,
GSC-Function-49b9ae0,function_7799e14b,1,1,GLOBAL,
GSC-Function-49b9ae0,function_b62bf75b,1,1,GLOBAL,
GSC-Function-49b9ae0,function_fe65763e,2,2,GLOBAL,
GSC-Function-49b9ae0,function_39739af3,2,2,GLOBAL,
GSC-Function-49b9ae0,function_74f5f2d0,0,1,GLOBAL,
GSC-Function-49b9ae0,function_46c5bea8,0,1,GLOBAL,
GSC-Function-49b9ae0,isloadingcinematicplaying,0,0,GLOBAL,
GSC-Function-49b9ae0,function_42495ab0,1,2,GLOBAL,
GSC-Function-49b9ae0,function_44b639df,1,1,GLOBAL,
GSC-Function-49b9ae0,function_26b3a620,0,0,GLOBAL,
GSC-Function-49b9ae0,registerclientfield,5,6,GLOBAL,
GSC-Function-49b9ae0,function_3ff577e6,4,5,GLOBAL,
GSC-Function-49b9ae0,function_de194c36,3,3,GLOBAL,
GSC-Function-49b9ae0,codegetclientfield,2,2,GLOBAL,
GSC-Function-49b9ae0,function_66d62bdc,2,2,GLOBAL,
GSC-Function-49b9ae0,function_770eb5b4,3,3,GLOBAL,
GSC-Function-49b9ae0,codegetplayerstateclientfield,2,2,GLOBAL,
GSC-Function-49b9ae0,function_19c0b578,2,2,GLOBAL,
GSC-Function-49b9ae0,function_48dae46c,3,3,GLOBAL,
GSC-Function-49b9ae0,codegetuimodelclientfield,2,2,GLOBAL,
GSC-Function-49b9ae0,function_ea45fcc0,2,2,GLOBAL,
GSC-Function-49b9ae0,codegetworlduimodelfield,1,1,GLOBAL,
GSC-Function-49b9ae0,function_496f21b5,1,1,GLOBAL,
GSC-Function-49b9ae0,function_da073a13,2,2,GLOBAL,
GSC-Function-49b9ae0,function_b6c141b1,2,2,GLOBAL,
GSC-Function-49b9ae0,codegetworldclientfield,1,1,GLOBAL,
GSC-Function-49b9ae0,function_a1647127,1,1,GLOBAL,
GSC-Function-49b9ae0,getclientfieldversion,2,2,GLOBAL,
GSC-Function-49b9ae0,serverfieldregister,5,5,GLOBAL,
GSC-Function-49b9ae0,serverfieldgetvalue,2,2,GLOBAL,
GSC-Function-49b9ae0,setsaveddvar,2,2,GLOBAL,
GSC-Function-49b9ae0,getweapon,1,8,GLOBAL,
GSC-Function-49b9ae0,function_5f838a3a,2,2,GLOBAL,
GSC-Function-49b9ae0,function_30d57f0e,0,7,GLOBAL,
GSC-Function-49b9ae0,function_f3cc5224,1,2,GLOBAL,
GSC-Function-49b9ae0,function_4a856ead,1,1,GLOBAL,
GSC-Function-49b9ae0,function_e50ede37,1,1,GLOBAL,
GSC-Function-49b9ae0,function_da1cf54,1,1,GLOBAL,
GSC-Function-49b9ae0,function_d2e36d4f,0,0,GLOBAL,
GSC-Function-49b9ae0,function_cfd36519,0,0,GLOBAL,
GSC-Function-49b9ae0,function_eb1e05b4,0,0,GLOBAL,
GSC-Function-49b9ae0,function_3b6f78db,4,4,GLOBAL,
GSC-Function-49b9ae0,function_9817d4a1,2,2,GLOBAL,
GSC-Function-49b9ae0,function_20250447,2,2,GLOBAL,
GSC-Function-49b9ae0,function_ca1997ed,1,2,GLOBAL,
GSC-Function-49b9ae0,function_2af955b3,1,2,GLOBAL,
GSC-Function-49b9ae0,function_f4472a8,0,0,GLOBAL,
GSC-Function-49b9ae0,function_227b0384,0,0,GLOBAL,
GSC-Function-49b9ae0,function_cc14159e,1,2,GLOBAL,
GSC-Function-49b9ae0,getmapintromovie,0,3,GLOBAL,
GSC-Function-49b9ae0,getmapoutromovie,0,3,GLOBAL,
GSC-Function-49b9ae0,function_5566671e,0,1,GLOBAL,
GSC-Function-49b9ae0,function_7e110f69,0,1,GLOBAL,
GSC-Function-49b9ae0,function_a565a3f8,0,1,GLOBAL,
GSC-Function-49b9ae0,function_d4c945a,0,1,GLOBAL,
GSC-Function-49b9ae0,function_f5a29872,0,1,GLOBAL,
GSC-Function-49b9ae0,function_3f9be43c,0,1,GLOBAL,
GSC-Function-49b9ae0,function_50257a6b,0,1,GLOBAL,
GSC-Function-49b9ae0,function_72a10f7a,0,1,GLOBAL,
GSC-Function-49b9ae0,function_b3f02cab,2,3,DEV,nulled
GSC-Function-49b9ae0,function_a8d23e22,2,3,DEV,nulled
GSC-Function-49b9ae0,function_55e20e75,2,2,DEV,nulled
GSC-Function-49b9ae0,function_bc1632aa,1,10,GLOBAL,
GSC-Function-49b9ae0,function_3f37dd80,1,10,GLOBAL,
GSC-Function-49b9ae0,function_e71c9937,1,10,GLOBAL,
GSC-Function-49b9ae0,setlightingstate,1,1,GLOBAL,
GSC-Function-49b9ae0,function_84fa7ea0,1,1,GLOBAL,
GSC-Function-49b9ae0,function_f9f23a80,1,2,GLOBAL,
GSC-Function-49b9ae0,function_3e4d0863,1,1,GLOBAL,
GSC-Function-49b9ae0,function_aef29029,1,1,GLOBAL,
GSC-Function-49b9ae0,function_728bd4fe,1,1,GLOBAL,
GSC-Function-49b9ae0,function_70377c39,1,1,GLOBAL,
GSC-Function-49b9ae0,function_df498b1a,1,1,GLOBAL,
GSC-Function-49b9ae0,umbragate_set,2,2,GLOBAL,
GSC-Function-49b9ae0,function_3d29fb7f,1,1,GLOBAL,
GSC-Function-49b9ae0,function_43c6e56,0,0,GLOBAL,
GSC-Function-49b9ae0,function_ee80d2e8,1,1,GLOBAL,
GSC-Function-49b9ae0,function_c3aeb68,0,0,GLOBAL,
GSC-Function-49b9ae0,function_e384a6f4,1,4,GLOBAL,
GSC-Function-49b9ae0,function_c4cf7c08,1,1,GLOBAL,
GSC-Function-49b9ae0,function_9002068f,0,0,GLOBAL,
GSC-Function-49b9ae0,startmission,1,1,GLOBAL,
GSC-Function-49b9ae0,stopmission,1,1,GLOBAL,
GSC-Function-49b9ae0,function_df2548ce,1,1,GLOBAL,
GSC-Function-49b9ae0,function_2dd2fa57,1,1,GLOBAL,
GSC-Function-49b9ae0,function_58ca2822,1,3,GLOBAL,
GSC-Function-49b9ae0,function_b7854c63,2,2,GLOBAL,
GSC-Function-49b9ae0,function_73613736,1,1,GLOBAL,
GSC-Function-49b9ae0,function_7897846a,1,1,GLOBAL,
GSC-Function-49b9ae0,function_6eac4ca1,2,2,GLOBAL,
GSC-Function-49b9ae0,function_92a21810,2,2,GLOBAL,
GSC-Function-49b9ae0,function_39fa9d10,2,2,GLOBAL,
GSC-Function-49b9ae0,function_792888c0,2,2,GLOBAL,
GSC-Function-49b9ae0,function_c7c103cd,2,2,GLOBAL,
GSC-Function-49b9ae0,function_39a7df61,1,1,GLOBAL,
GSC-Function-49b9ae0,function_73646bd9,1,1,GLOBAL,
GSC-Function-49b9ae0,function_351a57a9,0,0,GLOBAL,
GSC-Function-49b9ae0,function_f4b4e39f,1,1,GLOBAL,
GSC-Function-49600d0,log,1,1,GLOBAL,
GSC-Function-49600d0,log2,1,1,GLOBAL,
GSC-Function-49600d0,sin,1,1,GLOBAL,
GSC-Function-49600d0,cos,1,1,GLOBAL,
GSC-Function-49600d0,tan,1,1,GLOBAL,
GSC-Function-49600d0,asin,1,1,GLOBAL,
GSC-Function-49600d0,acos,1,1,GLOBAL,
GSC-Function-49600d0,atan,1,1,GLOBAL,
GSC-Function-49600d0,abs,1,1,GLOBAL,
GSC-Function-49600d0,min,2,2,GLOBAL,
GSC-Function-49600d0,max,2,2,GLOBAL,
GSC-Function-49600d0,floor,1,1,GLOBAL,
GSC-Function-49600d0,ceil,1,1,GLOBAL,
GSC-Function-49600d0,sqrt,1,1,GLOBAL,
GSC-Function-49600d0,pow,2,2,GLOBAL,
GSC-Function-49600d0,lerpfloat,3,3,GLOBAL,
GSC-Function-49600d0,lerpvector,3,3,GLOBAL,
GSC-Function-49600d0,getminbitcountfornum,1,1,GLOBAL,
GSC-Function-49600d0,mapfloat,5,5,GLOBAL,
GSC-Function-49600d0,difftrack,4,4,GLOBAL,
GSC-Function-49600d0,difftrackangle,4,4,GLOBAL,
GSC-Function-49600d0,packrgba,4,4,GLOBAL,
GSC-Function-49600d0,int,1,1,GLOBAL,
GSC-Function-49600d0,float,1,1,GLOBAL,
GSC-Function-49600d0,hash,1,1,GLOBAL,
GSC-Function-49600d0,string,1,1,GLOBAL,
GSC-Function-49600d0,function_9e72a96,1,1,DEV,to string?
GSC-Function-49600d0,distance2dsquared,2,2,GLOBAL,
GSC-Function-49600d0,anglelerp,3,3,GLOBAL,
GSC-Function-49600d0,rotatepoint,2,2,GLOBAL,
GSC-Function-49600d0,vectorfromlinetopoint,3,3,GLOBAL,
GSC-Function-49600d0,pointonsegmentnearesttopoint,3,3,GLOBAL,
GSC-Function-49600d0,distance,2,2,GLOBAL,
GSC-Function-49600d0,distance2d,2,2,GLOBAL,
GSC-Function-49600d0,distancesquared,2,2,GLOBAL,
GSC-Function-49600d0,length,1,1,GLOBAL,
GSC-Function-49600d0,lengthsquared,1,1,GLOBAL,
GSC-Function-49600d0,closer,3,3,GLOBAL,
GSC-Function-49600d0,vectordot,2,2,GLOBAL,
GSC-Function-49600d0,vectorcross,2,2,GLOBAL,
GSC-Function-49600d0,vectornormalize,1,1,GLOBAL,
GSC-Function-49600d0,vectorprojection,2,2,GLOBAL,
GSC-Function-49600d0,vectortoangles,1,1,GLOBAL,
GSC-Function-49600d0,vectorlerp,3,3,GLOBAL,
GSC-Function-49600d0,anglestoup,1,1,GLOBAL,
GSC-Function-49600d0,anglestoright,1,1,GLOBAL,
GSC-Function-49600d0,anglestoforward,1,1,GLOBAL,
GSC-Function-49600d0,combineangles,2,2,GLOBAL,
GSC-Function-49600d0,function_bdd10bae,2,2,GLOBAL,
GSC-Function-49600d0,angleclamp180,1,1,GLOBAL,
GSC-Function-49600d0,absangleclamp180,1,1,GLOBAL,
GSC-Function-49600d0,absangleclamp360,1,1,GLOBAL,
GSC-Function-49600d0,forwardrotatearoundupbyangle,2,2,GLOBAL,
GSC-Function-49600d0,rotatepointaroundaxis,3,3,GLOBAL,
GSC-Function-49600d0,function_90d4b591,1,1,GLOBAL,
GSC-Function-49600d0,coordtransform,3,3,GLOBAL,
GSC-Function-49600d0,coordtransformtranspose,3,3,GLOBAL,
GSC-Function-49600d0,function_c1fa62a2,2,2,GLOBAL,
GSC-Function-49600d0,function_e957c926,2,2,GLOBAL,
GSC-Function-49600d0,function_24531a26,4,4,GLOBAL,
GSC-Function-495f250,getteammask,1,1,GLOBAL,
GSC-Function-495f250,function_3132f113,1,1,GLOBAL,
GSC-Function-495f250,getallcharacterbodies,1,1,GLOBAL,
GSC-Function-495f250,getallcharacterheads,1,1,GLOBAL,
GSC-Function-495f250,getcharacterfields,2,2,GLOBAL,
GSC-Function-495f250,getplayerrolefields,2,2,GLOBAL,
GSC-Function-495f250,function_934db9a0,2,2,GLOBAL,
GSC-Function-495f250,getcharacterclassindex,1,1,GLOBAL,
GSC-Function-495f250,getplayerrolecategory,2,2,GLOBAL,
GSC-Function-495f250,getplayerrolecategoryinfo,1,1,GLOBAL,
GSC-Function-495f250,function_f4bf7e3f,1,2,GLOBAL,
GSC-Function-495f250,function_b14806c6,2,2,GLOBAL,
GSC-Function-495f250,getplayerroletemplatecount,1,1,GLOBAL,
GSC-Function-495f250,function_d299ef16,2,2,GLOBAL,
GSC-Function-495f250,function_d7c3cf6c,3,3,DEV,
GSC-Function-495f250,getcharacterdisplayname,2,2,GLOBAL,
GSC-Function-495f250,function_dcad256c,3,3,GLOBAL,
